batch_index,batch_size,site_position,site_id,site,domain,previous_sitemap,sitemap_url,discovery_stage,reason,decision,crawl_complete,urls_count,pass_name,checked
3,2000,4001,eref-53870,https://balatonsound.fr/,balatonsound.fr,,,no_sitemap_found,no_sitemap_found,exclude_candidate,False,0,pass-1,http://balatonsound.fr/robots.txt; http://www.balatonsound.fr/robots.txt; https://balatonsound.fr/robots.txt; https://www.balatonsound.fr/robots.txt; http://balatonsound.fr/sitemap.xml; http://balatonsound.fr/sitemap.xml.gz; http://balatonsound.fr/sitemap_index.xml; http://balatonsound.fr/sitemap-index.xml; http://balatonsound.fr/sitemapindex.xml; http://balatonsound.fr/wp-sitemap.xml; http://balatonsound.fr/sitemaps.xml; http://balatonsound.fr/sitemap.php; http://balatonsound.fr/sitemap/sitemap.xml; http://balatonsound.fr/sitemap/index.xml; http://balatonsound.fr/index.php/sitemap.xml; http://balatonsound.fr/index.php/sitemap.xml.gz; http://balatonsound.fr/index.php/sitemap_index.xml; http://balatonsound.fr/post-sitemap.xml; http://balatonsound.fr/page-sitemap.xml; http://balatonsound.fr/article-sitemap.xml; http://balatonsound.fr/news-sitemap.xml; http://balatonsound.fr/product-sitemap.xml; http://balatonsound.fr/category-sitemap.xml; http://www.balatonsound.fr/sitemap.xml; http://www.balatonsound.fr/sitemap.xml.gz; http://www.balatonsound.fr/sitemap_index.xml; http://www.balatonsound.fr/sitemap-index.xml; http://www.balatonsound.fr/sitemapindex.xml; http://www.balatonsound.fr/wp-sitemap.xml; http://www.balatonsound.fr/sitemaps.xml
3,2000,4001,eref-158510,https://www.beagle-chien.com,beagle-chien.com,,https://www.beagle-chien.com/sitemap.xml,common_path,invalid_xml,retry_later,False,53,pass-2,http://www.beagle-chien.com/robots.txt; http://beagle-chien.com/robots.txt; https://www.beagle-chien.com/robots.txt; https://beagle-chien.com/robots.txt; http://www.beagle-chien.com/sitemap.xml
3,2000,4002,eref-284397,http://balazard-orthopedie.fr,balazard-orthopedie.fr,,https://balazard-orthopedie.fr/sitemap_index.xml,robots.txt,ok,ok,True,301,pass-1,http://www.balazard-orthopedie.fr/robots.txt; https://balazard-orthopedie.fr/sitemap.xml
3,2000,4002,eref-157188,https://beelingwa.com/fr/blog/,beelingwa.com,,https://beelingwa.com/sitemap_index.xml,robots.txt,invalid_xml,retry_later,False,163,pass-2,http://www.beelingwa.com/robots.txt; https://beelingwa.com/sitemap_index.xml
3,2000,4003,eref-89445,https://www.balcar.fr/,balcar.fr,,https://www.balcar.fr/sitemap_index.xml,robots.txt,ok,ok,True,473,pass-1,http://balcar.fr/robots.txt; https://www.balcar.fr/sitemap_index.xml
3,2000,4003,eref-152698,https://www.bedeo.fr/,bedeo.fr,,https://www.bedeo.fr/sitemaps.xml,robots.txt,ok,ok,True,346,pass-2,http://bedeo.fr/robots.txt; https://www.bedeo.fr/sitemaps.xml
3,2000,4004,eref-189758,https://balconenforet.fr/,balconenforet.fr,,https://balconenforet.fr/sitemap_index.xml,robots.txt,ok,ok,True,1098,pass-1,http://balconenforet.fr/robots.txt; https://balconenforet.fr/sitemap_index.xml
3,2000,4004,eref-138350,https://bede-news.com,bede-news.com,,,no_sitemap_found,no_sitemap_found,exclude_candidate,False,0,pass-2,http://bede-news.com/robots.txt; https://bede-news.com/sitemap_index.xml; http://www.bede-news.com/robots.txt; https://bede-news.com/sitemap_index.xml; https://bede-news.com/robots.txt; https://bede-news.com/sitemap_index.xml; https://www.bede-news.com/robots.txt; https://bede-news.com/sitemap_index.xml; http://bede-news.com/sitemap.xml; http://bede-news.com/sitemap.xml.gz; http://bede-news.com/sitemap_index.xml; http://bede-news.com/sitemap-index.xml; http://bede-news.com/sitemapindex.xml; http://bede-news.com/wp-sitemap.xml; http://bede-news.com/sitemaps.xml; http://bede-news.com/sitemap.php; http://bede-news.com/sitemap/sitemap.xml; http://bede-news.com/sitemap/index.xml; http://bede-news.com/index.php/sitemap.xml; http://bede-news.com/index.php/sitemap.xml.gz; http://bede-news.com/index.php/sitemap_index.xml; http://bede-news.com/post-sitemap.xml; http://bede-news.com/page-sitemap.xml; http://bede-news.com/article-sitemap.xml; http://bede-news.com/news-sitemap.xml; http://bede-news.com/product-sitemap.xml; http://bede-news.com/category-sitemap.xml; http://www.bede-news.com/sitemap.xml; http://www.bede-news.com/sitemap.xml.gz; http://www.bede-news.com/sitemap_index.xml
3,2000,4005,eref-270727,http://balconsdepicure.fr,balconsdepicure.fr,,https://balconsdepicure.fr/sitemap_index.xml,robots.txt,ok,ok,True,260,pass-1,http://balconsdepicure.fr/robots.txt; https://balconsdepicure.fr/sitemap_index.xml
3,2000,4005,eref-228564,https://www.bierebel.com,bierebel.com,,https://www.bierebel.com/sitemap_index.xml,robots.txt,invalid_xml,retry_later,False,420,pass-2,http://bierebel.com/robots.txt; https://www.bierebel.com/sitemap_index.xml
